Designator,Mid X,Mid Y,Rotation,Layer
U14,57.4,-37.4,180.0,bottom
U15,36.65,-50.4,180.0,bottom
U16,98.95,-34.35,180.0,bottom
U17,83.55,-35.7,180.0,bottom
U18,141.15,-33.4,180.0,bottom
U19,102.85,-33.35,0.0,bottom
U2,206.4915,-55.249,180.0,top
U20,141.15,-36.3,180.0,bottom
U21,137.5,-34.25,180.0,bottom
U22,159.3,-36.3,180.0,bottom
U23,155.95,-36.3,180.0,bottom
U24,175.0,-36.05,180.0,bottom
U25,178.35,-36.05,180.0,bottom
U3,206.278,-64.662,90.0,top
U4,59.754,-53.9615,0.0,bottom
U5,59.7915,-73.149189,0.0,bottom
U6,59.754,-92.7865,0.0,bottom
U7,108.575,-134.899,270.0,bottom
U8,118.6665,-134.899126,270.0,bottom
U9,195.204,-46.399,180.0,bottom
USB1,190.402,-31.0673,0.0,bottom
USB2,212.3545,-86.1568,270.0,bottom
Y1,193.604,-63.2345,0.0,bottom
